enhancer_id,chromosome,start_position,end_position,enhancer_type,tissue_context,disease_name,target_gene,transcription_factor
E_01_0489,chr12,47838311,47840311,Enhancer,connective | INS1 cell,Type 2 diabetes (T2D),BRD9,CYP27B1
E_01_0490,chr9,134132377,134134377,Enhancer,Epithelial | embryonic stem cell,Other,WDR5,
E_01_0490,chr9,134132377,134134377,Enhancer,Epithelial | embryonic stem cell,Other,Mesp1,
E_01_0490,chr9,134132377,134134377,Enhancer,Epithelial | embryonic stem cell,Other,Eomes,
E_01_0491,chr2,45385835,45387835,Enhancer,/,autism,SRBD1,
E_01_0493,chr3,10290270,10292270,Enhancer,connective | H1299 cell,Other,SEC13,
E_01_0495,chr17,44900352,44902352,Enhancer,connective | 293FT,Parkinson's disease (PD),MAP2,GFAP
E_01_0495,chr17,44900352,44902352,Enhancer,connective | 293FT,Parkinson's disease (PD),MAP2,GDNF
E_01_0496,chrY,2784042,2786042,Enhancer,Mammary | MDA-MB231 breast cancer cell,mammary cancer,PROX1,SRY
E_01_0496,chrY,2784042,2786042,Enhancer,Mammary | MDA-MB231 breast cancer cell,mammary cancer,PROX1,SOX18
E_01_0497,chr6,7878754,7880754,Enhancer,Colon | rKo cell,Colorectal cancer (CRC),TXNDC5,ATF4
E_01_0498,chr2,192746411,192748411,Enhancer,Prostate cancer | LNCaP,prostatic cancer,PCGEM1,
E_01_0499,chr5,132437549,132439549,Enhancer,Adrenal | SW13 cell,Other,,IRF1
E_01_0499,chr5,132437549,132439549,Enhancer,Adrenal | SW13 cell,Other,,STAT1
E_01_0499,chr5,132437549,132439549,Enhancer,Adrenal | SW13 cell,Other,,SMARCA4
E_01_0500,chr7,148804691,148806691,Enhancer,Epithelial | epithelial cell,Upper urothelial carcinoma (utuc),,EZH2
E_01_0501,chr12,100470925,100472925,Enhancer,Liver | THP-1 cells,"Non alcoholic fatty liver disease (NAFLD), inflammation",LTB,NR1H4
E_01_0503,chr22,28791734,28793734,Enhancer,Epithelial | epithelial cell,Intestinal barrier dysfunction,ATG5,XBP1
E_01_0504,chr1,150643764,150645764,Enhancer,Nervous | neuronal cell,Schizophrenia,GOLPH3L,
E_01_0505,chr1,206764791,206766791,Enhancer,Nervous | peripheral blood mononuclear cell,"Coronary artery disease (CAD), atherosclerosis",,IL10
E_01_0506,chr4,71739247,71741247,Enhancer,Osteosarcoma | U2OS osteosarcoma cells,Other,GC,
E_01_0506,chr4,71739247,71741247,Enhancer,Osteosarcoma | U2OS osteosarcoma cells,Other,CHD9,
E_01_0507,chr19,41216765,41218765,Enhancer,connective | HEK293 cell,cancer,AXL,
E_01_0509,chr3,41192441,41194441,Enhancer,/,Sinonasal tubular cell tumor (sn-gpc),,CTNNB1
E_01_0509,chr3,41192441,41194441,Enhancer,/,Sinonasal tubular cell tumor (sn-gpc),,LEF1
E_01_0510,chr1,205825403,205827403,Enhancer,lymphoid | Immortalized B cells,Alzheimer's disease (AD),PM20D1,
E_01_0511,chrX,44870832,44872832,Enhancer,connective,Acute myeloid leukemia,KDM6A,
E_01_0512,chr13,40553262,40555262,Enhancer,Epithelial | endometrial stromal cell,Other,,FOXO1
E_01_0513,chr6,108557419,108559419,Enhancer,connective,Other,SOD2,FOXO3
E_01_0513,chr6,108557419,108559419,Enhancer,connective,Other,SOD2,HSF1
E_01_0513,chr6,108557419,108559419,Enhancer,connective,Other,SOD2,GADD45A
E_01_0514,chr7,148804423,148806423,Enhancer,connective,Conjunctival malignant melanoma (CM),,EZH2
E_01_0514,chr7,148804423,148806423,Enhancer,connective,Conjunctival malignant melanoma (CM),,CDKN1A
E_01_0515,chr20,10635162,10637162,Enhancer,Gastric cancer | GC cell,gastric cancer,JAG1,EZH2
E_01_0516,chr8,127791607,127793607,Enhancer,connective | HEK293T,mammary cancer,PVT1,
E_01_0517,chr19,6658582,6660582,Enhancer,Epithelial | Normal human epidermal melanocytes,Skin pigmentation disturbances,TNFSF14,
E_01_0518,chr6,43180135,43182135,Enhancer,MCF-7 cell,Schizophrenia (SCZ),CUL9,
E_01_0518,chr6,43180135,43182135,Enhancer,MCF-7 cell,Schizophrenia (SCZ),MRPL33,
E_01_0519,chr1,56491946,56493946,Enhancer,HEK293T,Calcific aortic valve disease (cavd),,PLPP3
E_01_0520,chr17,28503593,28505593,Enhancer,Epithelial | Normal human bronchial epithelial cell,Non small cell lung cancer (NSCLC),FOXN1,EZH2
E_01_0521,chr7,148804870,148806870,Enhancer,NPC | human NPC cell line 5-8F,Nasopharyngeal carcinoma (NPC),ROCK1,EZH2
E_01_0523,chr8,17024798,17026798,Enhancer,connective,Other,MICU3,
E_01_0523,chr8,17024798,17026798,Enhancer,connective,Other,MICU1,
E_01_0523,chr8,17024798,17026798,Enhancer,connective,Other,MICU2,
E_01_0524,chr10,32265166,32267166,Enhancer,,Endometrial stromal sarcoma (lg-ess),EPC1,
E_01_0524,chr10,32265166,32267166,Enhancer,,Endometrial stromal sarcoma (lg-ess),EPC2,
E_01_0524,chr10,32265166,32267166,Enhancer,,Endometrial stromal sarcoma (lg-ess),PHF1,
E_01_0524,chr10,32265166,32267166,Enhancer,,Endometrial stromal sarcoma (lg-ess),JAZF1,
E_01_0524,chr10,32265166,32267166,Enhancer,,Endometrial stromal sarcoma (lg-ess),MEAF6,
E_01_0524,chr10,32265166,32267166,Enhancer,,Endometrial stromal sarcoma (lg-ess),BRD8,
E_01_0525,chr10,88951288,88953288,Enhancer,adipose | 3T3-L1 cell,"Obesity, diabetes, hypertension, atherosclerosis, cancer",,FAS
E_01_0526,chr17,43751286,43753286,Enhancer,Embryonic craniofacial | cranial neural crest cell,"Cleft lip, cleft palate",SOST,SOX9
E_01_0526,chr17,43751286,43753286,Enhancer,Embryonic craniofacial | cranial neural crest cell,"Cleft lip, cleft palate",SOST,MYC
E_01_0526,chr17,43751286,43753286,Enhancer,Embryonic craniofacial | cranial neural crest cell,"Cleft lip, cleft palate",PRDM16,SOX9
E_01_0526,chr17,43751286,43753286,Enhancer,Embryonic craniofacial | cranial neural crest cell,"Cleft lip, cleft palate",PRDM16,MYC
E_01_0527,chr5,88714300,88716300,Enhancer,Liver cancer | Hepatic cancer cell lines PHCC,liver cancer,,MEF2C
E_01_0527,chr5,88714300,88716300,Enhancer,Liver cancer | Hepatic cancer cell lines PHCC,liver cancer,,EGFR
E_01_0528,chr14,104767057,104769057,Enhancer,gastric cancer cell,gastric cancer,,AKT1
E_01_0529,chr7,148804458,148806458,Enhancer,Colon | colon cancer cell line HCT116,Colorectal cancer (CRC),,EZH2
E_01_0530,chr1,60862803,60864803,Enhancer,293T cell,"Hepatitis B virus (HBV) chronic infection, cirrhosis, hepatocellular carcinoma",,NFIA
E_01_0531,chr8,81476346,81478346,Enhancer,adipose | 3T3-L1 preadipocytes,Other,CAT,FABP4
E_01_0531,chr8,81476346,81478346,Enhancer,adipose | 3T3-L1 preadipocytes,Other,CAT,KLF2
E_01_0531,chr8,81476346,81478346,Enhancer,adipose | 3T3-L1 preadipocytes,Other,SOD1,FABP4
E_01_0531,chr8,81476346,81478346,Enhancer,adipose | 3T3-L1 preadipocytes,Other,SOD1,KLF2
E_01_0532,chr3,108040485,108042485,Enhancer,B16-F10 cell,"Cancer, melanoma",CALR,CD47
E_01_0532,chr3,108040485,108042485,Enhancer,B16-F10 cell,"Cancer, melanoma",BNIP3,CD47
E_01_0533,chr1,22021633,22023633,Enhancer,The hFOB 1.19 cells,Osteoporosis,LINC00339,CTCF
E_01_0533,chr1,22021633,22023633,Enhancer,The hFOB 1.19 cells,Osteoporosis,LINC00339,TFAP2A
E_01_0533,chr1,22021633,22023633,Enhancer,The hFOB 1.19 cells,Osteoporosis,CDC42,CTCF
E_01_0533,chr1,22021633,22023633,Enhancer,The hFOB 1.19 cells,Osteoporosis,CDC42,TFAP2A
E_01_0534,chr11,27652286,27654286,Enhancer,/,depression,,BDNF
E_01_0535,chr17,42310982,42312982,Enhancer,Nervous | brain pericyte,Neuroinflammation,,STAT3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA5,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA5,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA5,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA5,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA6,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA6,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA6,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),DEFA6,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1A,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1A,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1A,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1A,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1B,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1B,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1B,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG1B,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG3A,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG3A,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG3A,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),REG3A,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN2,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN2,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN2,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN2,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN10,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN10,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN10,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN10,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN14,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN14,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN14,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN14,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN18,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN18,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN18,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CLDN18,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),ST6GAL1,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),ST6GAL1,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),ST6GAL1,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),ST6GAL1,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4V1,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4V1,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4V1,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4V1,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL1,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL1,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL1,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL1,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PF4,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBP,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBP,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBP,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBP,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL5,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL5,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL5,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL5,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBPP2,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBPP2,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBPP2,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),PPBPP2,CXCL3
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL2,CLDN1
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL2,CXCL8
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL2,CXCL6
E_01_0537,chr8,7052292,7054292,Enhancer,Colon | monocyte cells,Inflammatory bowel disease (IBD),CXCL2,CXCL3
E_01_0538,chr1,207878058,207880058,Enhancer,connective,Osteoporosis,CD34,LPL
E_01_0538,chr1,207878058,207880058,Enhancer,connective,Osteoporosis,ACACA,LPL
E_01_0538,chr1,207878058,207880058,Enhancer,connective,Osteoporosis,DKK1,LPL
E_01_0538,chr1,207878058,207880058,Enhancer,connective,Osteoporosis,SFRP2,LPL
E_01_0539,chr7,79765210,79767210,Enhancer,Epithelial | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),NCAPH,GNAI1
E_01_0539,chr7,79765210,79767210,Enhancer,Epithelial | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),NCAPH,MMP9
E_01_0539,chr7,79765210,79767210,Enhancer,Epithelial | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),NCAPH,EZH2
E_01_0539,chr7,79765210,79767210,Enhancer,Epithelial | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),AURKA,GNAI1
E_01_0539,chr7,79765210,79767210,Enhancer,Epithelial | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),AURKA,MMP9
E_01_0539,chr7,79765210,79767210,Enhancer,Epithelial | normal ovarian surface epithelial cells,Serous ovarian cancer (SOC),AURKA,EZH2
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,AEBP2,EZH2
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,AEBP2,SUZ12
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,AEBP2,DNMT1
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,PRMT1,EZH2
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,PRMT1,SUZ12
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,PRMT1,DNMT1
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,DOT1L,EZH2
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,DOT1L,SUZ12
E_01_0540,chr7,148804465,148806465,Enhancer,MDA-MB-231,Other,DOT1L,DNMT1
E_01_0541,chr3,38545384,38547384,Enhancer,Myotome | RL14,Other,SCN5A,MEF2C
E_01_0541,chr3,38545384,38547384,Enhancer,Myotome | RL14,Other,SCN5A,ELAVL1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,RAD21,SOX2
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,RAD21,SMAD1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,RAD21,E2F1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,RAD21,STAT3
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,RAD21,KLF4
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ESRRB,SOX2
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ESRRB,SMAD1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ESRRB,E2F1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ESRRB,STAT3
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ESRRB,KLF4
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,NANOG,SOX2
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,NANOG,SMAD1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,NANOG,E2F1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,NANOG,STAT3
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,NANOG,KLF4
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ZFX,SOX2
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ZFX,SMAD1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ZFX,E2F1
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ZFX,STAT3
E_01_0542,chr8,116843661,116845661,Enhancer,ES cell,Other,ZFX,KLF4
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,MAPT,FOXA1
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,MAPT,GATA3
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,MAPT,CTCF
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,MAPT,MYC
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,PVT1,FOXA1
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,PVT1,GATA3
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,PVT1,CTCF
E_01_0543,chr14,37586703,37588703,Enhancer,MCF7 cell,Other,PVT1,MYC
E_01_0544,chr12,2956550,2958550,Enhancer,,Lung adenocarcinoma (LAD),,TEAD4
E_01_0545,chr1,161763600,161765600,Enhancer,Epithelial | HUVECs,Other,,ATF6
E_01_0546,chr9,36830631,36832631,Enhancer,/,Multiple myeloma (mm),,PAX5
E_01_0546,chr9,36830631,36832631,Enhancer,/,Multiple myeloma (mm),,IRF4
E_01_0546,chr9,36830631,36832631,Enhancer,/,Multiple myeloma (mm),,PRDM1
E_01_0546,chr9,36830631,36832631,Enhancer,/,Multiple myeloma (mm),,BCL6
E_01_0547,chr7,148804787,148806787,Enhancer,malignant rhabdoid tumour cells,"Refractory B-cell non Hodgkin lymphoma, advanced solid tumor, epithelioid sarcoma",,EZH2
E_01_0547,chr7,148804787,148806787,Enhancer,malignant rhabdoid tumour cells,"Refractory B-cell non Hodgkin lymphoma, advanced solid tumor, epithelioid sarcoma",,SMARCA4
E_01_0548,chr16,69704436,69706436,Enhancer,Myogenic Precursor Cell,Severe chronic obstructive pulmonary disease (COPD),NQO1,
E_01_0548,chr16,69704436,69706436,Enhancer,Myogenic Precursor Cell,Severe chronic obstructive pulmonary disease (COPD),GCLC,
E_01_0548,chr16,69704436,69706436,Enhancer,Myogenic Precursor Cell,Severe chronic obstructive pulmonary disease (COPD),GCLM,
E_01_0549,chr11,1155170,1157170,Enhancer,Epithelial | NCI-H292 cell,Allergic and inflammatory airway disease,MUC5AC,
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,CDK6,MYC
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,CDK6,TGFB2
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,CDK6,TP53
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,CDK6,RB1
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,CDK6,BRD4
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,RECQL4,MYC
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,RECQL4,TGFB2
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,RECQL4,TP53
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,RECQL4,RB1
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,RECQL4,BRD4
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,WRN,MYC
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,WRN,TGFB2
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,WRN,TP53
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,WRN,RB1
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,WRN,BRD4
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,BLM,MYC
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,BLM,TGFB2
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,BLM,TP53
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,BLM,RB1
E_01_0550,chr8,127732161,127734161,Enhancer,U2OS,Osteosarcoma,BLM,BRD4
E_01_0551,chr7,148804872,148806872,Enhancer,RBE cell,Cholangiocarcinoma (CCA),SPRY4,EZH2
E_01_0551,chr7,148804872,148806872,Enhancer,RBE cell,Cholangiocarcinoma (CCA),SPRY4,DNMT1
E_01_0552,chr3,41192092,41194092,Enhancer,HT-29,colorectal cancer,,CTNNB1
E_01_0553,chr13,51928163,51930163,Enhancer,HEK293T,Wilson disease,ATP7B,
E_01_0554,chr14,100235409,100237409,Enhancer,,Other,,YY1
E_01_0554,chr14,100235409,100237409,Enhancer,,Other,,EZH2
E_01_0555,chr7,148804486,148806486,Enhancer,MDA-MB-468,Triple negative breast cancer (TNBC),,EZH2
E_01_0555,chr7,148804486,148806486,Enhancer,MDA-MB-468,Triple negative breast cancer (TNBC),,TIMP2
E_01_0555,chr7,148804486,148806486,Enhancer,MDA-MB-468,Triple negative breast cancer (TNBC),,MMP2
E_01_0555,chr7,148804486,148806486,Enhancer,MDA-MB-468,Triple negative breast cancer (TNBC),,MMP9
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,CAV3,TEAD4
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,CAV3,TEAD1
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,CAV3,TEAD2
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,CAV3,TEAD3
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,ADD1,TEAD4
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,ADD1,TEAD1
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,ADD1,TEAD2
E_01_0556,chr12,2956797,2958797,Enhancer,,Other,ADD1,TEAD3
E_01_0557,chr11,61796856,61798856,Enhancer,CD4+ cells,Other,FADS1,
E_01_0557,chr11,61796856,61798856,Enhancer,CD4+ cells,Other,FADS2,
E_01_0558,chrX,49247713,49249713,Enhancer,lymphoid | regulatory T cell,Immune tolerance,,FOXP3
E_01_0559,chr9,127791794,127793794,Enhancer,blood | leukocyte,Leukemia,FPGS,
E_01_0560,chr5,88714226,88716226,Enhancer,Nervous,,,MEF2C
E_01_0561,chr7,148804398,148806398,Enhancer,tumor cell,Breast cancer，prostate cancer,,EZH2
E_01_0562,chr7,76300187,76302187,Enhancer,Epithelial | Human skin cell,Skin Cancer,HSPB1,
E_01_0563,chr17,72118099,72120099,Enhancer,MDA-468 cell,Triple-negative breast cancer,,SOX9
E_01_0564,chr20,34277918,34279918,Enhancer,Burkitt lymphoma cell,B-cell lymphoma model,AHCY,
E_01_0565,chr8,42413974,42415974,Enhancer,HEK293 cell,Primary familial brain calci- fication,SLC20A2,
E_01_0566,chr21,34785195,34787195,Enhancer,MCF7 cell,Breast Cancer,,RUNX1
E_01_0567,chr1,156461285,156463285,Enhancer,connective | TSCC cell,Tongue squamous cell carcinoma,MEF2D,
E_01_0568,chr16,67870486,67872486,Enhancer,,,EDC4,
E_01_0569,chrX,15492185,15494185,Enhancer,connective | mammary alveolar cell,The novel coronavirus,ACE2,
E_01_0570,chr3,179145107,179147107,Enhancer,MCF-7 cell,Breast Cancer,PIK3CA,
