tad_id;chromosome;start_position;end_position;source_method;cell_type;calling_method;resolution;source_file;database_name
HiC_GM12878_DI_10kb_chr10_124020000_124370000;chr10;124020000;124370000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_124590000_125340000;chr10;124590000;125340000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_125340000_125740000;chr10;125340000;125740000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_125750000_126160000;chr10;125750000;126160000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_126160000_126680000;chr10;126160000;126680000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_126720000_127520000;chr10;126720000;127520000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_127590000_128760000;chr10;127590000;128760000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_128760000_129960000;chr10;128760000;129960000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_130010000_131980000;chr10;130010000;131980000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_131990000_133720000;chr10;131990000;133720000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr10_133720000_135534747;chr10;133720000;135534747;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_230000_370000;chr11;230000;370000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_370000_820000;chr11;370000;820000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_830000_1210000;chr11;830000;1210000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_1210000_1600000;chr11;1210000;1600000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_1630000_2190000;chr11;1630000;2190000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_2200000_2450000;chr11;2200000;2450000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_2550000_3440000;chr11;2550000;3440000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_3450000_3670000;chr11;3450000;3670000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_3690000_4150000;chr11;3690000;4150000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_4160000_5410000;chr11;4160000;5410000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_5470000_5940000;chr11;5470000;5940000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_6010000_6390000;chr11;6010000;6390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_6390000_6790000;chr11;6390000;6790000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_6800000_8020000;chr11;6800000;8020000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_8020000_8130000;chr11;8020000;8130000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_8160000_8620000;chr11;8160000;8620000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_8700000_9540000;chr11;8700000;9540000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_9630000_9780000;chr11;9630000;9780000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_9780000_10400000;chr11;9780000;10400000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_10400000_10770000;chr11;10400000;10770000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_10780000_12000000;chr11;10780000;12000000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_12060000_12320000;chr11;12060000;12320000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_12330000_12940000;chr11;12330000;12940000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_12960000_13420000;chr11;12960000;13420000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_13510000_14290000;chr11;13510000;14290000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_14290000_14540000;chr11;14290000;14540000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_14540000_15260000;chr11;14540000;15260000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_15290000_16740000;chr11;15290000;16740000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_16760000_17090000;chr11;16760000;17090000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_17100000_17560000;chr11;17100000;17560000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_17600000_18010000;chr11;17600000;18010000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_18020000_18880000;chr11;18020000;18880000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_19040000_19580000;chr11;19040000;19580000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_19580000_19940000;chr11;19580000;19940000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_19960000_20140000;chr11;19960000;20140000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_20160000_20390000;chr11;20160000;20390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_20410000_22170000;chr11;20410000;22170000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_22180000_22870000;chr11;22180000;22870000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_22890000_25770000;chr11;22890000;25770000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_25990000_26300000;chr11;25990000;26300000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_26300000_26690000;chr11;26300000;26690000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_26770000_27190000;chr11;26770000;27190000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_27190000_27530000;chr11;27190000;27530000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_27580000_29390000;chr11;27580000;29390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_29420000_31050000;chr11;29420000;31050000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_31110000_32320000;chr11;31110000;32320000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_32330000_33100000;chr11;32330000;33100000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_33180000_33360000;chr11;33180000;33360000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_33370000_33780000;chr11;33370000;33780000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_33810000_34010000;chr11;33810000;34010000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_34010000_34520000;chr11;34010000;34520000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_34530000_35490000;chr11;34530000;35490000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_35550000_36310000;chr11;35550000;36310000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_36310000_36540000;chr11;36310000;36540000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_36580000_36780000;chr11;36580000;36780000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_36850000_38840000;chr11;36850000;38840000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_39020000_40330000;chr11;39020000;40330000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_41470000_42610000;chr11;41470000;42610000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_42770000_43330000;chr11;42770000;43330000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_43330000_43890000;chr11;43330000;43890000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_44090000_44940000;chr11;44090000;44940000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_44940000_45820000;chr11;44940000;45820000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_45860000_46360000;chr11;45860000;46360000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_46370000_46570000;chr11;46370000;46570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_46720000_47190000;chr11;46720000;47190000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_47200000_47880000;chr11;47200000;47880000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_47920000_48160000;chr11;47920000;48160000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_48190000_48920000;chr11;48190000;48920000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_48920000_51190000;chr11;48920000;51190000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_51190000_54820000;chr11;51190000;54820000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_54820000_55490000;chr11;54820000;55490000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_55530000_56580000;chr11;55530000;56580000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_56600000_57060000;chr11;56600000;57060000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_57080000_57420000;chr11;57080000;57420000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_57420000_57570000;chr11;57420000;57570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_57590000_58300000;chr11;57590000;58300000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_58340000_58920000;chr11;58340000;58920000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_58930000_59260000;chr11;58930000;59260000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_59300000_59450000;chr11;59300000;59450000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_59500000_60020000;chr11;59500000;60020000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_60030000_60530000;chr11;60030000;60530000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_60530000_61010000;chr11;60530000;61010000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_61100000_61200000;chr11;61100000;61200000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_61200000_61890000;chr11;61200000;61890000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_61920000_62310000;chr11;61920000;62310000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_62340000_62650000;chr11;62340000;62650000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_62660000_63190000;chr11;62660000;63190000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_63230000_63510000;chr11;63230000;63510000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_63530000_63950000;chr11;63530000;63950000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_63950000_64070000;chr11;63950000;64070000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_64130000_64510000;chr11;64130000;64510000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_64540000_65100000;chr11;64540000;65100000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_65120000_65340000;chr11;65120000;65340000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_65380000_65620000;chr11;65380000;65620000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_65630000_65820000;chr11;65630000;65820000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_65820000_66050000;chr11;65820000;66050000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_66060000_66450000;chr11;66060000;66450000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_66450000_66630000;chr11;66450000;66630000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_66830000_67010000;chr11;66830000;67010000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_67030000_67160000;chr11;67030000;67160000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_67160000_67280000;chr11;67160000;67280000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_67280000_67570000;chr11;67280000;67570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_67580000_67770000;chr11;67580000;67770000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_67770000_67980000;chr11;67770000;67980000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_67980000_68230000;chr11;67980000;68230000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_68340000_69490000;chr11;68340000;69490000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_69500000_69780000;chr11;69500000;69780000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_69780000_70050000;chr11;69780000;70050000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_70050000_71500000;chr11;70050000;71500000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_71500000_72160000;chr11;71500000;72160000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_72170000_72380000;chr11;72170000;72380000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_72410000_73060000;chr11;72410000;73060000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_73060000_73390000;chr11;73060000;73390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_73660000_73890000;chr11;73660000;73890000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_73970000_74290000;chr11;73970000;74290000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_74460000_74970000;chr11;74460000;74970000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_74990000_75100000;chr11;74990000;75100000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_75110000_75250000;chr11;75110000;75250000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_75290000_75880000;chr11;75290000;75880000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_75920000_76410000;chr11;75920000;76410000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_76430000_77350000;chr11;76430000;77350000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_77350000_77780000;chr11;77350000;77780000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_77850000_78310000;chr11;77850000;78310000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_78330000_81220000;chr11;78330000;81220000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_81280000_81990000;chr11;81280000;81990000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_82380000_83000000;chr11;82380000;83000000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_83000000_83540000;chr11;83000000;83540000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_83540000_84250000;chr11;83540000;84250000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_84330000_85290000;chr11;84330000;85290000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_85310000_86070000;chr11;85310000;86070000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_86160000_86570000;chr11;86160000;86570000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_86630000_87050000;chr11;86630000;87050000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_87050000_87730000;chr11;87050000;87730000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_87730000_88700000;chr11;87730000;88700000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_88810000_89760000;chr11;88810000;89760000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_89760000_89820000;chr11;89760000;89820000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_89870000_92630000;chr11;89870000;92630000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_92660000_93400000;chr11;92660000;93400000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_93550000_94670000;chr11;93550000;94670000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_94700000_95530000;chr11;94700000;95530000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_95530000_96180000;chr11;95530000;96180000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_96190000_96430000;chr11;96190000;96430000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_96430000_99650000;chr11;96430000;99650000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_100410000_100860000;chr11;100410000;100860000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_101280000_101890000;chr11;101280000;101890000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_102110000_102970000;chr11;102110000;102970000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_103030000_104070000;chr11;103030000;104070000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_104410000_105770000;chr11;104410000;105770000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_105860000_107110000;chr11;105860000;107110000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_107400000_107590000;chr11;107400000;107590000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_107670000_107790000;chr11;107670000;107790000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_107810000_108540000;chr11;107810000;108540000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_108560000_108760000;chr11;108560000;108760000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_108830000_109590000;chr11;108830000;109590000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_109690000_109980000;chr11;109690000;109980000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_110050000_110310000;chr11;110050000;110310000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_110320000_111130000;chr11;110320000;111130000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_111150000_111390000;chr11;111150000;111390000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_111430000_111740000;chr11;111430000;111740000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_111750000_111960000;chr11;111750000;111960000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_112050000_113170000;chr11;112050000;113170000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_113170000_113750000;chr11;113170000;113750000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
HiC_GM12878_DI_10kb_chr11_113850000_114160000;chr11;113850000;114160000;HiC;GM12878;DI;10kb;HiC_GM12878_DI_10kb.txt;TADKB
